file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\akshayan\Documents\sliit\itpm\assignment\test_automation_ui\sample.png,True,PASS,C:\Users\akshayan\Documents\sliit\itpm\assignment\test_automation_ui\results\preview_pass.png
